b'id',b'key',b'value',b'type' 
b'851341882',b'highway',b'stop',b'regular'
b'851346118',b'highway',b'stop',b'regular'
b'851374721',b'highway',b'traffic_signals',b'regular'
b'851403129',b'crossing',b'traffic_signals',b'regular'
b'851403129',b'highway',b'crossing',b'regular'
b'851403129',b'kerb',b'lowered',b'regular'
b'851406142',b'crossing',b'traffic_signals',b'regular'
b'851406142',b'highway',b'crossing',b'regular'
b'851406142',b'kerb',b'lowered',b'regular'
b'851407908',b'highway',b'priority',b'regular'
b'851413109',b'direction',b'backward',b'regular'
b'851413109',b'highway',b'stop',b'regular'
b'851413109',b'stop',b'minor',b'regular'
b'851413109',b'traffic_sign',b'stop',b'regular'
b'868570609',b'crossing',b'uncontrolled',b'regular'
b'868570609',b'highway',b'crossing',b'regular'
b'868570609',b'kerb',b'lowered',b'regular'
b'869634611',b'mount',b'ceiling',b'camera'
b'869634611',b'type',b'fixed',b'camera'
b'869634611',b'height',b'20',b'regular'
b'869634611',b'man_made',b'surveillance',b'regular'
b'869634611',b'operator',b'Unknown',b'regular'
b'869634611',b'surveillance',b'outdoor',b'regular'
b'869634611',b'type',b'camera',b'surveillance'
b'869634615',b'barrier',b'bollard',b'regular'
b'869634615',b'bicycle',b'yes',b'regular'
b'869634615',b'foot',b'yes',b'regular'
b'872388074',b'bus',b'yes',b'regular'
b'872388074',b'local_ref',b'10',b'regular'
b'872388074',b'name',b'Palo Alto Transit Center',b'regular'
b'872388074',b'network',b'VTA',b'regular'
b'872388074',b'public_transport',b'stop_position',b'regular'
b'872388074',b'route_ref',b'22;522',b'regular'
b'872438271',b'amenity',b'parking_entrance',b'regular'
b'872438274',b'amenity',b'parking_entrance',b'regular'
b'884738833',b'crossing',b'uncontrolled',b'regular'
b'884738833',b'highway',b'crossing',b'regular'
b'884738833',b'kerb',b'lowered',b'regular'
b'884850764',b'highway',b'priority',b'regular'
b'885134099',b'highway',b'stop',b'regular'
b'885134099',b'stop',b'all',b'regular'
b'917072756',b'noexit',b'yes',b'regular'
b'920053301',b'barrier',b'bollard',b'regular'
b'920053301',b'bicycle',b'yes',b'regular'
b'920053301',b'foot',b'yes',b'regular'
b'920053301',b'material',b'steel',b'regular'
b'920053301',b'motor_vehicle',b'no',b'regular'
b'920053304',b'barrier',b'bollard',b'regular'
b'920053319',b'barrier',b'bollard',b'regular'
b'920053347',b'barrier',b'bollard',b'regular'
b'920053362',b'barrier',b'bollard',b'regular'
b'920053370',b'barrier',b'bollard',b'regular'
b'920055465',b'highway',b'turning_circle',b'regular'
b'920055466',b'highway',b'turning_circle',b'regular'
b'920733414',b'barrier',b'bollard',b'regular'
b'920733414',b'bicycle',b'yes',b'regular'
b'920733414',b'foot',b'yes',b'regular'
b'920733414',b'lane:both',b'parallel',b'parking'
b'920863117',b'crossing',b'unmarked',b'regular'
b'920863117',b'highway',b'crossing',b'regular'
b'920863135',b'direction',b'forward',b'regular'
b'920863135',b'highway',b'stop',b'regular'
b'920863135',b'stop',b'minor',b'regular'
b'920863135',b'traffic_sign',b'stop',b'regular'
b'923011563',b'highway',b'stop',b'regular'
b'923011563',b'stop',b'all',b'regular'
b'923086761',b'highway',b'stop',b'regular'
b'923086761',b'stop',b'all',b'regular'
b'923086890',b'highway',b'stop',b'regular'
b'923086890',b'stop',b'all',b'regular'
b'926072377',b'crossing',b'uncontrolled',b'regular'
b'926072377',b'highway',b'crossing',b'regular'
b'926072377',b'kerb',b'lowered',b'regular'
b'938930562',b'amenity',b'toilets',b'regular'
b'938930562',b'fee',b'no',b'regular'
b'938930562',b'wheelchair',b'yes',b'regular'
b'938954729',b'amenity',b'toilets',b'regular'
b'938954729',b'fee',b'no',b'regular'
b'938954729',b'wheelchair',b'yes',b'regular'
b'943165119',b'bus',b'yes',b'regular'
b'943165119',b'highway',b'bus_stop',b'regular'
b'943165119',b'name',b'Page Mill Road & Peter Coutts Road',b'regular'
b'943165119',b'network',b'Marguerite;SRPGO',b'regular'
b'943165119',b'public_transport',b'platform',b'regular'
b'943165124',b'bench',b'yes',b'regular'
b'943165124',b'bin',b'no',b'regular'
b'943165124',b'bus',b'yes',b'regular'
b'943165124',b'highway',b'bus_stop',b'regular'
b'943165124',b'name',b'Hillview Avenue & Porter Drive',b'regular'
b'943165124',b'network',b'VTA;Marguerite;Dumbarton Express;SRPGO',b'regular'
b'943165124',b'public_transport',b'platform',b'regular'
b'943165124',b'actransit',b'53464',b'ref'
b'943165124',b'shelter',b'yes',b'regular'
b'947409728',b'housenumber',b'863',b'addr'
b'947409728',b'amenity',b'cafe',b'regular'
b'947409728',b'brand',b'Starbucks',b'regular'
b'947409728',b'wikidata',b'Q37158',b'brand'
b'947409728',b'wikipedia',b'en:Starbucks',b'brand'
b'947409728',b'cuisine',b'coffee_shop',b'regular'
b'947409728',b'name',b'Starbucks',b'regular'
b'952878980',b'barrier',b'bollard',b'regular'
b'952878980',b'bicycle',b'yes',b'regular'
b'952878980',b'bollard',b'rising',b'regular'
b'952878980',b'bus',b'yes',b'regular'
b'952878980',b'foot',b'yes',b'regular'
b'952878980',b'motor_vehicle',b'private',b'regular'
b'952878980',b'tourist_bus',b'no',b'regular'
b'952926008',b'barrier',b'bollard',b'regular'
b'952928350',b'barrier',b'bollard',b'regular'
b'952928350',b'bicycle',b'yes',b'regular'
b'952928350',b'bollard',b'rising',b'regular'
b'952928350',b'bus',b'yes',b'regular'
b'952928350',b'foot',b'yes',b'regular'
b'952928350',b'motor_vehicle',b'private',b'regular'
b'952928350',b'tourist_bus',b'no',b'regular'
b'956657606',b'barrier',b'bollard',b'regular'
b'956657606',b'golf_cart',b'yes',b'regular'
b'956657606',b'motor_vehicle',b'no',b'regular'
b'956660451',b'barrier',b'bollard',b'regular'
b'956660454',b'barrier',b'bollard',b'regular'
b'956661154',b'highway',b'turning_circle',b'regular'
b'956664229',b'lane:both',b'parallel',b'parking'
b'956664242',b'lane:both',b'parallel',b'parking'
b'966644775',b'crossing',b'uncontrolled',b'regular'
b'966644775',b'highway',b'crossing',b'regular'
b'968281587',b'city',b'Palo Alto',b'addr'
b'968281587',b'housenumber',b'361',b'addr'
b'968281587',b'street',b'California Avenue',b'addr'
b'968281587',b'amenity',b'cafe',b'regular'
b'968281587',b'brand',b'Starbucks',b'regular'
b'968281587',b'wikidata',b'Q37158',b'brand'
b'968281587',b'wikipedia',b'en:Starbucks',b'brand'
b'968281587',b'cuisine',b'coffee_shop',b'regular'
b'968281587',b'name',b'Starbucks',b'regular'
b'968281587',b'official_name',b'Starbucks Coffee',b'regular'
b'968281587',b'opening_hours',b'Mo-Fr 05:30-20:00; Sa-Su 06:30-20:00',b'regular'
b'968281587',b'phone',b'650-324-2021',b'regular'
b'968281587',b'takeaway',b'yes',b'regular'
b'968282988',b'housenumber',b'855',b'addr'
b'968282988',b'street',b'El Camino Real',b'addr'
b'968282988',b'unit',b'50',b'addr'
b'968282988',b'cuisine',b'cupcake',b'regular'
b'968282988',b'name',"b""Kara's Cupcakes""",b'regular'
b'968282988',b'opening_hours',b'Mo-Sa 10:00-19:00; Su 10:00-18:00',b'regular'
b'968282988',b'phone',b'+1 650-326-2253',b'regular'
b'968282988',b'shop',b'bakery',b'regular'
b'968282988',b'website',b'http://www.karascupcakes.com',b'regular'
b'968284597',b'city',b'Palo Alto',b'addr'
b'968284597',b'housenumber',b'340',b'addr'
b'968284597',b'postcode',b'94306',b'addr'
b'968284597',b'street',b'Portage Avenue',b'addr'
b'968284597',b'brand',"b""Fry's Electronics""",b'regular'
b'968284597',b'wikidata',b'Q5506545',b'brand'
b'968284597',b'wikipedia',"b""en:Fry's Electronics""",b'brand'
b'968284597',b'shop',b'electronics',b'disused'
b'968284597',b'email',b'frys3@i.frys.com',b'regular'
b'968284597',b'name',"b""Fry's Electronics""",b'regular'
b'968284597',b'opening_hours',"b'Mo-Sa 10:00-21:00; Su 11:00-20:00; Easter,Dec 25 closed'",b'regular'
b'968284597',b'phone',b'+1-650-496-6000',b'regular'
b'968284597',b'ref',b'3',b'regular'
b'968284597',b'short_name',"b""Fry's""",b'regular'
b'968284597',b'website',b'https://www.frys.com',b'regular'
b'968284597',b'wheelchair',b'yes',b'regular'
b'968285817',b'housenumber',b'440',b'addr'
b'968285817',b'street',b'Portage Avenue',b'addr'
b'968285817',b'description',"b'Fitness, yoga, spa'",b'regular'
b'968285817',b'leisure',b'sports_centre',b'regular'
b'968285817',b'name',b'Equinox',b'regular'
b'968285817',b'phone',b'6503191700',b'regular'
b'968285817',b'website',b'https://www.equinox.com/',b'regular'
b'968447979',b'direction',b'forward',b'regular'
b'968447979',b'highway',b'stop',b'regular'
b'968447979',b'source',b'bing;survey',b'regular'
b'968447979',b'traffic_sign',b'stop',b'regular'
b'968466902',b'crossing',b'uncontrolled',b'regular'
b'968466902',b'highway',b'crossing',b'regular'
b'968466902',b'lane:both',b'parallel',b'parking'
b'968469843',b'crossing',b'uncontrolled',b'regular'
b'968469843',b'crossing_ref',b'zebra',b'regular'
b'968469843',b'highway',b'crossing',b'regular'
b'971772053',b'highway',b'turning_circle',b'regular'
b'971780451',b'highway',b'turning_circle',b'regular'
b'971780586',b'highway',b'turning_circle',b'regular'
b'971780602',b'highway',b'turning_circle',b'regular'
b'971780616',b'highway',b'turning_circle',b'regular'
b'971780662',b'highway',b'turning_circle',b'regular'
b'971800254',b'highway',b'turning_circle',b'regular'
b'978056736',b'highway',b'priority',b'regular'
b'978056737',b'crossing',b'uncontrolled',b'regular'
b'978056737',b'crossing_ref',b'zebra',b'regular'
b'978056737',b'highway',b'crossing',b'regular'
b'978059725',b'barrier',b'lift_gate',b'regular'
b'992088570',b'housenumber',b'429',b'addr'
b'992088570',b'street',b'South California Avenue',b'addr'
b'992088570',b'amenity',b'cafe',b'regular'
b'992088570',b'description',"b'Cafe located in the Zombie Runner store. Serves: Espresso, lattes, turkish capuccino...'",b'regular'
b'992088570',b'name',b'Cafe Zombie',b'regular'
b'992088570',b'opening_hours',b'Tu-Sa 09:00-18:00; Su-Mo 09:00-16:00',b'regular'
b'992088570',b'website',b'https://www.zombierunner.com/about/palo_alto_store/',b'regular'
b'992089177',b'street',b'California Avenue',b'addr'
b'992089177',b'name',"b""California Avenue Farmer's Market""",b'regular'
b'992089177',b'opening_hours',b'Su 09:00-13:00',b'regular'
b'992089177',b'shop',b'market',b'regular'
b'992089177',b'website',b'https://uvfm.org/palo-alto-sundays',b'regular'
b'995554338',b'city',b'Palo Alto',b'addr'
b'995554338',b'housenumber',b'451',b'addr'
b'995554338',b'postcode',b'94306',b'addr'
b'995554338',b'street',b'South California Avenue',b'addr'
b'995554338',b'amenity',b'restaurant',b'regular'
b'995554338',b'cuisine',b'greek',b'regular'
b'995554338',b'name',b'Kali Greek Kitchen',b'regular'
b'995557353',b'city',b'Palo Alto',b'addr'
b'995557353',b'housenumber',b'395',b'addr'
b'995557353',b'postcode',b'94306',b'addr'
b'995557353',b'street',b'California Avenue',b'addr'
b'995557353',b'name',b'California Cleaners',b'regular'
b'995557353',b'phone',b'+16503239068',b'regular'
b'995557353',b'shop',b'dry_cleaning',b'regular'
b'995558474',b'city',b'Palo Alto',b'addr'
b'995558474',b'housenumber',b'340',b'addr'
b'995558474',b'postcode',b'94306',b'addr'
b'995558474',b'street',b'California Avenue',b'addr'
b'995558474',b'amenity',b'restaurant',b'regular'
b'995558474',b'cuisine',b'asian',b'regular'
b'995558474',b'name',b'Spicekit',b'regular'
b'995558474',b'opening_hours',b'Mo-Sa 11:00-21:00; Su 11:30-20:00',b'regular'
b'995558474',b'phone',b'+1 650 326 1698',b'regular'
b'995558474',b'website',b'http://www.spicekit.com',b'regular'
b'1041561869',b'highway',b'priority',b'regular'
b'1057937793',b'noexit',b'yes',b'regular'
b'1068081413',b'crossing',b'uncontrolled',b'regular'
b'1068081413',b'highway',b'crossing',b'regular'
b'1081249636',b'bus',b'yes',b'regular'
b'1081249636',b'highway',b'bus_stop',b'regular'
b'1081249636',b'public_transport',b'platform',b'regular'
b'1081258689',b'amenity',b'post_box',b'regular'
b'1081258689',b'operator',b'USPS',b'regular'
b'1081258699',b'bus',b'yes',b'regular'
b'1081258699',b'highway',b'bus_stop',b'regular'
b'1081258699',b'name',b'East Meadow Drive & Waverley Street',b'regular'
b'1081258699',b'network',b'VTA',b'regular'
b'1081258699',b'public_transport',b'platform',b'regular'
b'1083722736',b'crossing',b'traffic_signals',b'regular'
b'1083722736',b'highway',b'crossing',b'regular'
b'1083722736',b'kerb',b'lowered',b'regular'
b'1083722772',b'highway',b'crossing',b'regular'
b'1083722836',b'crossing',b'uncontrolled',b'regular'
b'1083722836',b'crossing_ref',b'zebra',b'regular'
b'1083722836',b'highway',b'crossing',b'regular'
b'1083722876',b'barrier',b'gate',b'regular'
b'1083722921',b'direction',b'forward',b'regular'
b'1083722921',b'highway',b'stop',b'regular'
b'1083722921',b'traffic_sign',b'stop',b'regular'
b'1083722933',b'highway',b'traffic_signals',b'regular'
b'1083722956',b'highway',b'priority',b'regular'
b'1083723007',b'crossing',b'uncontrolled',b'regular'
b'1083723007',b'crossing_ref',b'zebra',b'regular'
b'1083723007',b'highway',b'crossing',b'regular'
b'1083723007',b'kerb',b'lowered',b'regular'
b'1083723034',b'highway',b'crossing',b'regular'
b'1083723273',b'direction',b'both',b'regular'
b'1083723273',b'traffic_calming',b'hump',b'regular'
b'1083735850',b'crossing',b'uncontrolled',b'regular'
b'1083735850',b'highway',b'crossing',b'regular'
b'1083735850',b'kerb',b'lowered',b'regular'
b'1083755039',b'highway',b'traffic_signals',b'regular'
b'1083755039',b'direction',b'forward',b'traffic_signals'
b'1083755041',b'crossing',b'uncontrolled',b'regular'
b'1083755041',b'highway',b'crossing',b'regular'
b'1083755041',b'kerb',b'lowered',b'regular'
b'1083755091',b'crossing',b'uncontrolled',b'regular'
b'1083755091',b'highway',b'crossing',b'regular'
b'1083854499',b'barrier',b'gate',b'regular'
b'1083854499',b'motor_vehicle',b'no',b'regular'
b'1088514964',b'noexit',b'yes',b'regular'
b'1088514984',b'crossing',b'uncontrolled',b'regular'
b'1088514984',b'highway',b'crossing',b'regular'
b'1088514987',b'barrier',b'gate',b'regular'
b'1088514994',b'traffic_calming',b'bump',b'regular'
b'1088672086',b'highway',b'stop',b'regular'
b'1088672086',b'stop',b'minor',b'regular'
b'1088672086',b'traffic_sign',b'stop',b'regular'
b'1101006117',b'crossing',b'uncontrolled',b'regular'
b'1101006117',b'highway',b'crossing',b'regular'
b'1101006117',b'kerb',b'lowered',b'regular'
b'1101006131',b'crossing',b'uncontrolled',b'regular'
b'1101006131',b'highway',b'crossing',b'regular'
b'1101006131',b'kerb',b'lowered',b'regular'
b'1102356276',b'crossing',b'uncontrolled',b'regular'
b'1102356276',b'highway',b'crossing',b'regular'
b'1102356276',b'kerb',b'lowered',b'regular'
b'1111891853',b'crossing',b'uncontrolled',b'regular'
b'1111891853',b'highway',b'crossing',b'regular'
b'1111891854',b'noexit',b'yes',b'regular'
b'1111891861',b'crossing',b'uncontrolled',b'regular'
b'1111891861',b'highway',b'crossing',b'regular'
b'1111891862',b'barrier',b'bollard',b'regular'
b'1111929068',b'direction',b'forward',b'regular'
b'1111929068',b'highway',b'stop',b'regular'
b'1111929068',b'stop',b'minor',b'regular'
b'1111929068',b'traffic_sign',b'stop',b'regular'
b'1111929099',b'crossing',b'uncontrolled',b'regular'
b'1111929099',b'highway',b'crossing',b'regular'
b'1111929099',b'kerb',b'lowered',b'regular'
b'1111929187',b'crossing',b'uncontrolled',b'regular'
b'1111929187',b'highway',b'crossing',b'regular'
b'1111929187',b'kerb',b'lowered',b'regular'
b'1111929193',b'crossing',b'unmarked',b'regular'
b'1111929193',b'highway',b'crossing',b'regular'
b'1111931749',b'direction',b'both',b'regular'
b'1111931749',b'traffic_calming',b'hump',b'regular'
b'1111931826',b'direction',b'both',b'regular'
b'1111931826',b'traffic_calming',b'hump',b'regular'
b'1111931835',b'direction',b'both',b'regular'
b'1111931835',b'traffic_calming',b'hump',b'regular'
b'1113685149',b'crossing',b'unmarked',b'regular'
b'1113685149',b'highway',b'crossing',b'regular'
b'1113685157',b'crossing',b'traffic_signals',b'regular'
b'1113685157',b'highway',b'crossing',b'regular'
b'1113685157',b'kerb',b'lowered',b'regular'
b'1113685159',b'crossing',b'traffic_signals',b'regular'
b'1113685159',b'highway',b'crossing',b'regular'
b'1113685159',b'kerb',b'lowered',b'regular'
b'1116452655',b'noexit',b'yes',b'regular'
b'1116452657',b'noexit',b'yes',b'regular'
b'1116452658',b'noexit',b'yes',b'regular'
b'1116452664',b'noexit',b'yes',b'regular'
b'1116452667',b'noexit',b'yes',b'regular'
b'1116452678',b'noexit',b'yes',b'regular'
b'1116452681',b'noexit',b'yes',b'regular'
b'1116452686',b'crossing',b'unmarked',b'regular'
b'1116452686',b'highway',b'crossing',b'regular'
b'1116457184',b'noexit',b'yes',b'regular'
b'1116457187',b'noexit',b'yes',b'regular'
b'1116457276',b'noexit',b'yes',b'regular'
b'1116457289',b'noexit',b'yes',b'regular'
b'1116461256',b'noexit',b'yes',b'regular'
b'1116461262',b'direction',b'both',b'regular'
b'1116461262',b'traffic_calming',b'bump',b'regular'
b'1116461266',b'noexit',b'yes',b'regular'
b'1120952217',b'crossing',b'traffic_signals',b'regular'
b'1120952217',b'highway',b'crossing',b'regular'
b'1120952217',b'kerb',b'lowered',b'regular'
b'1120952223',b'crossing',b'traffic_signals',b'regular'
b'1120952223',b'highway',b'crossing',b'regular'
b'1120952223',b'kerb',b'lowered',b'regular'
b'1120952238',b'crossing',b'uncontrolled',b'regular'
b'1120952238',b'highway',b'crossing',b'regular'
b'1120952238',b'kerb',b'lowered',b'regular'
b'1120952249',b'direction',b'backward',b'regular'
b'1120952249',b'highway',b'stop',b'regular'
b'1120952249',b'stop',b'minor',b'regular'
b'1120952249',b'traffic_sign',b'stop',b'regular'
b'1120952275',b'crossing',b'uncontrolled',b'regular'
b'1120952275',b'highway',b'crossing',b'regular'
b'1120952275',b'kerb',b'lowered',b'regular'
b'1120952293',b'crossing',b'uncontrolled',b'regular'
b'1120952293',b'highway',b'crossing',b'regular'
b'1120952293',b'kerb',b'lowered',b'regular'
b'1120952325',b'crossing',b'uncontrolled',b'regular'
b'1120952325',b'highway',b'crossing',b'regular'
b'1120952325',b'kerb',b'lowered',b'regular'
b'1120952385',b'crossing',b'unmarked',b'regular'
b'1120952385',b'highway',b'crossing',b'regular'
b'1120952385',b'kerb',b'lowered',b'regular'
b'1120952395',b'crossing',b'traffic_signals',b'regular'
b'1120952395',b'highway',b'crossing',b'regular'
b'1120952395',b'kerb',b'lowered',b'regular'
b'1137718672',b'emergency',b'phone',b'regular'
b'1139344086',b'direction',b'backward',b'regular'
b'1139344086',b'highway',b'stop',b'regular'
b'1139344086',b'stop',b'minor',b'regular'
b'1139344086',b'traffic_sign',b'stop',b'regular'
b'1139344133',b'amenity',b'drinking_water',b'regular'
b'1160718410',b'barrier',b'bollard',b'regular'
b'1211580023',b'city',b'Palo Alto',b'addr'
b'1211580023',b'country',b'US',b'addr'
b'1211580023',b'full',b'855 El Camino Real',b'addr'
b'1211580023',b'housenumber',b'855',b'addr'
b'1211580023',b'state',b'CA',b'addr'
b'1211580023',b'street',b'El Camino Real',b'addr'
b'1211580061',b'city',b'Menlo Park',b'addr'
b'1211580061',b'country',b'US',b'addr'
b'1211580061',b'full',b'100 Ansel Lane',b'addr'
b'1211580061',b'housenumber',b'100',b'addr'
b'1211580061',b'state',b'CA',b'addr'
b'1211580061',b'street',b'Ansel Lane',b'addr'
b'1227579735',b'crossing',b'uncontrolled',b'regular'
b'1227579735',b'highway',b'crossing',b'regular'
b'1227579740',b'highway',b'priority',b'regular'
b'1227579752',b'highway',b'priority',b'regular'
b'1227579756',b'highway',b'priority',b'regular'
b'1227579757',b'crossing',b'uncontrolled',b'regular'
b'1227579757',b'highway',b'crossing',b'regular'
b'1227579757',b'kerb',b'lowered',b'regular'
b'1250338007',b'crossing',b'traffic_signals',b'regular'
b'1250338007',b'crossing_ref',b'pelican',b'regular'
b'1250338007',b'highway',b'crossing',b'regular'
b'1250338007',b'kerb',b'lowered',b'regular'
b'1254760179',b'amenity',b'atm',b'regular'
b'1254760179',b'operator',b'Wells Fargo',b'regular'
b'1255953568',b'amenity',b'events_venue',b'regular'
b'1255953568',b'level',b'0',b'regular'
b'1255953568',b'name',b'Fisher Conference Center',b'regular'
b'1255955100',b'housenumber',b'326',b'addr'
b'1255955100',b'street',b'Galvez',b'addr'
b'1255955100',b'amenity',b'cafe',b'regular'
b'1255955100',b'name',b'Alumni Caf\xc3\xa9',b'regular'
b'1255957000',b'natural',b'tree',b'regular'
b'1255957253',b'amenity',b'bicycle_parking',b'regular'
b'1255958483',b'natural',b'tree',b'regular'
b'1255960650',b'amenity',b'toilets',b'regular'
b'1255960806',b'natural',b'tree',b'regular'
b'1255962143',b'emergency',b'phone',b'regular'
b'1255962143',b'natural',b'tree',b'regular'
b'1255972506',b'natural',b'tree',b'regular'
b'1255982833',b'amenity',b'bicycle_parking',b'regular'
b'1255983296',b'bench',b'yes',b'regular'
b'1255983296',b'bus',b'yes',b'regular'
b'1255983296',b'highway',b'bus_stop',b'regular'
b'1255983296',b'name',b'Alumni Center',b'regular'
b'1255983296',b'network',b'Marguerite',b'regular'
b'1255983296',b'operator',b'Stanford University',b'regular'
b'1255983296',b'public_transport',b'platform',b'regular'
b'1255983296',b'ref',b'7',b'regular'
b'1255983296',b'shelter',b'no',b'regular'
b'1255985248',b'amenity',b'bench',b'regular'
b'1255986280',b'amenity',b'parking',b'regular'
b'1255986280',b'maxstay',b'20 min',b'regular'
b'1255987735',b'tourism',b'picnic_site',b'regular'
b'1255988253',b'tourism',b'picnic_site',b'regular'
b'1255989059',b'name',b'Steve and Loli Sy Oak Grove',b'regular'
b'1255989059',b'tourism',b'picnic_site',b'regular'
b'1255995362',b'emergency',b'fire_hydrant',b'regular'
b'1255996836',b'description',b'Tall blue post',b'regular'
b'1255996836',b'emergency',b'phone',b'regular'
b'1256000219',b'emergency',b'fire_hydrant',b'regular'
b'1256007359',b'highway',b'street_lamp',b'regular'
b'1256046278',b'leisure',b'park',b'regular'
b'1256046278',b'name',b'Koret Plaza',b'regular'
b'1256047188',b'amenity',b'bench',b'regular'
b'1256047188',b'backrest',b'yes',b'regular'
b'1256091855',b'crossing',b'marked',b'regular'
b'1256091855',b'highway',b'crossing',b'regular'
b'1256474111',b'crossing',b'uncontrolled',b'regular'
b'1256474111',b'highway',b'crossing',b'regular'
b'1256474111',b'kerb',b'lowered',b'regular'
b'1256474118',b'crossing',b'uncontrolled',b'regular'
b'1256474118',b'highway',b'crossing',b'regular'
b'1256474118',b'kerb',b'lowered',b'regular'
b'1256474127',b'information',b'map',b'regular'
b'1256474127',b'map_size',b'campus',b'regular'
b'1256474127',b'tourism',b'information',b'regular'
b'1256474140',b'lane:both',b'parallel',b'parking'
b'1256474149',b'crossing',b'uncontrolled',b'regular'
b'1256474149',b'highway',b'crossing',b'regular'
b'1256474149',b'kerb',b'lowered',b'regular'
b'1256474153',b'crossing',b'uncontrolled',b'regular'
b'1256474153',b'highway',b'crossing',b'regular'
b'1256474153',b'kerb',b'lowered',b'regular'
b'1256474184',b'lane:both',b'parallel',b'parking'
b'1256474222',b'name',b'Vivre',b'regular'
b'1256474222',b'shop',b'clothes',b'regular'
b'1256474252',b'name',b'Curves',b'regular'
b'1256474252',b'shop',b'clothes',b'regular'
b'1256474371',b'crossing',b'uncontrolled',b'regular'
b'1256474371',b'highway',b'crossing',b'regular'
b'1256474371',b'kerb',b'lowered',b'regular'
b'1256474374',b'lane:both',b'parallel',b'parking'
b'1256474376',b'crossing',b'uncontrolled',b'regular'
b'1256474376',b'highway',b'crossing',b'regular'
b'1256474376',b'kerb',b'lowered',b'regular'
b'1256474390',b'crossing',b'uncontrolled',b'regular'
b'1256474390',b'highway',b'crossing',b'regular'
b'1256474390',b'kerb',b'lowered',b'regular'
b'1256474411',b'crossing',b'uncontrolled',b'regular'
b'1256474411',b'highway',b'crossing',b'regular'
b'1256474411',b'kerb',b'lowered',b'regular'
b'1256474416',b'crossing',b'uncontrolled',b'regular'
b'1256474416',b'highway',b'crossing',b'regular'
b'1256474416',b'kerb',b'lowered',b'regular'
b'1256474422',b'amenity',b'cafe',b'regular'
b'1256474422',b'cuisine',b'italian',b'regular'
b'1256474422',b'name',b'Caf\xc3\xa9 Venetia',b'regular'
b'1256474422',b'old_name',b'Caff\xc3\xa9 del Doge',b'regular'
b'1256474422',b'website',b'http://www.cafevenetia.com/',b'regular'
b'1256474428',b'crossing',b'uncontrolled',b'regular'
b'1256474428',b'highway',b'crossing',b'regular'
b'1256474428',b'kerb',b'lowered',b'regular'
b'1256474455',b'amenity',b'fast_food',b'regular'
b'1256474455',b'cuisine',b'burger',b'regular'
b'1256474455',b'name',"b""Kirk's Steaksburger""",b'regular'
b'1256474457',b'lane:both',b'parallel',b'parking'
b'1256474534',b'crossing',b'uncontrolled',b'regular'
b'1256474534',b'highway',b'crossing',b'regular'
b'1256474534',b'kerb',b'lowered',b'regular'
b'1256474552',b'name',b'Market A-Go-go',b'regular'
b'1256474552',b'shop',b'convenience',b'regular'
b'1256835297',b'housenumber',b'515',b'addr'
b'1256835297',b'unit',b'100',b'addr'
b'1256835297',b'amenity',b'cafe',b'regular'
b'1256835297',b'brand',"b""Peet's Coffee""",b'regular'
b'1256835297',b'wikidata',b'Q1094101',b'brand'
b'1256835297',b'wikipedia',"b""en:Peet's Coffee""",b'brand'
b'1256835297',b'cuisine',b'coffee_shop',b'regular'
b'1256835297',b'name',"b""Peet's Coffee""",b'regular'
b'1256835297',b'source',b'photograph',b'regular'
b'1257070753',b'direction',b'backward',b'regular'
b'1257070753',b'highway',b'give_way',b'regular'
b'1257070910',b'crossing',b'uncontrolled',b'regular'
b'1257070910',b'highway',b'crossing',b'regular'
b'1258956843',b'crossing',b'traffic_signals',b'regular'
b'1258956843',b'highway',b'crossing',b'regular'
b'1258956843',b'kerb',b'lowered',b'regular'
b'1258958071',b'crossing',b'traffic_signals',b'regular'
b'1258958071',b'highway',b'crossing',b'regular'
b'1258958071',b'kerb',b'lowered',b'regular'
b'1260317228',b'highway',b'turning_circle',b'regular'
b'1260317239',b'direction',b'backward',b'regular'
b'1260317239',b'highway',b'stop',b'regular'
b'1260317239',b'traffic_sign',b'stop',b'regular'
b'1261083823',b'crossing',b'unmarked',b'regular'
b'1261083823',b'highway',b'crossing',b'regular'
b'1261083858',b'direction',b'forward',b'regular'
b'1261083858',b'highway',b'stop',b'regular'
b'1261083858',b'traffic_sign',b'stop',b'regular'
b'1261095795',b'crossing',b'uncontrolled',b'regular'
b'1261095795',b'highway',b'crossing',b'regular'
b'1261345780',b'barrier',b'gate',b'regular'
b'1261441719',b'historic',b'memorial',b'regular'
b'1261441719',b'name',b'Wallenberg Sculpture',b'regular'
b'1261495182',b'amenity',b'fountain',b'regular'
b'1261495184',b'amenity',b'drinking_water',b'regular'
b'1261495185',b'amenity',b'drinking_water',b'regular'
b'1262371548',b'access',b'no',b'regular'
b'1262371548',b'barrier',b'gate',b'regular'
b'1262371548',b'emergency',b'yes',b'regular'
b'1262377902',b'direction',b'backward',b'regular'
b'1262377902',b'highway',b'stop',b'regular'
b'1262377902',b'stop',b'minor',b'regular'
b'1262377902',b'traffic_sign',b'stop',b'regular'
b'1262531733',b'amenity',b'community_centre',b'regular'
b'1262531733',b'name',b'Burgess Sports Center',b'regular'
b'1262539007',b'amenity',b'post_box',b'regular'
b'1262600148',b'direction',b'backward',b'regular'
b'1262600148',b'highway',b'stop',b'regular'
b'1262600148',b'traffic_sign',b'stop',b'regular'
